transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,is_anomaly_amount,is_anomaly_score,is_anomaly,year,month,quarter,weekday,montant_eur_verifie,montant_eur_diff,montant_eur_flag,categorie_risque
txn000591,cli0146,2024-12-12 13:49:00,-2763.97,EUR,1.0,-2763.97,prelevement,credit auto,toulouse-capitole,Debit,Complete,583.0,Standard,35706.83,0.0,0,0,0,2024,12,4,3,-2763.97,0.0,False,Medium
txn001429,cli0148,2023-08-22 07:14:00,-210.56,EUR,1.0,-210.56,paiement cb,compte courant,lille-grand-place,Debit,Complete,643.0,Standard,37850.41,0.0,0,0,0,2023,8,3,1,-210.56,0.0,False,Medium
txn000176,cli0103,2024-05-31 03:00:00,0.0,MAD,10.85,-89.32,virement international,credit consommation,paris-centre,Debit,Complete,683.0,Standard,19617.6,0.0,0,0,0,2024,5,2,4,0.0,-89.32,True,Medium
txn000436,cli0002,2023-07-24 19:40:00,287.62,CHF,0.97,296.52,retrait dab,compte courant,lyon-part-dieu,Credit,Complete,606.0,Standard,2847.69,0.0,0,0,0,2023,7,3,0,296.5154639175258,0.00453608247420334,False,Medium
txn000823,cli0022,2022-12-31 13:33:00,-200000.0,EUR,1.0,-1037.79,virement,compte epargne,toulouse-capitole,Debit,Complete,787.0,Premium,33396.94,0.0,1,0,1,2022,12,4,5,-200000.0,198962.21,True,Low
txn001480,cli0046,2023-07-04 08:11:00,-7487.0,GBP,0.86,-8705.81,virement international,compte epargne,bordeaux-meriadeck,Debit,Complete,841.0,Premium,17715.69,0.0,1,0,1,2023,7,3,1,-8705.813953488372,0.003953488372644642,False,Low
txn000375,cli0145,2024-12-29 09:58:00,-1074.15,EUR,1.0,-1074.15,remboursement credit,livret a,lyon-part-dieu,Debit,Complete,674.0,Standard,18352.59,0.0,0,0,0,2024,12,4,6,-1074.15,0.0,False,Medium
txn001132,cli0043,2022-12-06 20:40:00,-6899.74,EUR,1.0,-6899.74,virement international,credit immobilier,bordeaux-meriadeck,Debit,Complete,643.0,Premium,47761.01,0.0,1,0,1,2022,12,4,1,-6899.74,0.0,False,Medium
txn000803,cli0093,2023-07-20 06:37:00,3195.58,EUR,1.0,3195.58,virement international,credit immobilier,marseille-vieux-port,Credit,Complete,786.0,Nan,30131.57,0.0,0,0,0,2023,7,3,3,3195.58,0.0,False,Low
txn000083,cli0002,2023-03-18 04:35:00,2823.67,EUR,1.0,2823.67,prelevement,compte epargne,lyon-part-dieu,Credit,Complete,606.0,Standard,14476.27,0.0,0,0,0,2023,3,1,5,2823.67,0.0,False,Medium
txn001086,cli0014,2022-05-30 06:30:00,99999.99,USD,1.08,-1025.9,virement international,credit consommation,marseille-vieux-port,Debit,Complete,673.0,Standard,29509.86,0.0,1,0,1,2022,5,2,0,92592.58333333333,-93618.48333333332,True,Medium
txn000438,cli0046,2022-12-30 14:47:00,1757.95,USD,1.08,1627.73,depot especes,livret a,bordeaux-meriadeck,Credit,Complete,841.0,Premium,16208.81,0.0,0,0,0,2022,12,4,4,1627.7314814814815,-0.0014814814815053978,False,Low
txn000553,cli0132,2023-10-06 03:29:00,-72.95,EUR,1.0,-72.95,retrait dab,pea,bordeaux-meriadeck,Debit,Complete,663.0,Standard,27900.89,0.0,0,0,0,2023,10,4,4,-72.95,0.0,False,Medium
txn000806,cli0031,2024-05-08 16:59:00,2859.71,EUR,1.0,2859.71,remboursement credit,credit immobilier,bordeaux-meriadeck,Credit,Complete,559.0,Risque,34865.64,0.0,0,0,0,2024,5,2,2,2859.71,0.0,False,High
txn001097,cli0052,2024-06-20 08:06:00,-55.72,EUR,1.0,-55.72,retrait dab,credit auto,bordeaux-meriadeck,Debit,En attente,838.0,Premium,29687.72,0.0,0,0,0,2024,6,2,3,-55.72,0.0,False,Low
txn001163,cli0042,2023-01-03 05:01:00,-331.72,EUR,1.0,-331.72,retrait dab,livret a,bordeaux-meriadeck,Debit,Complete,638.0,Standard,4798.66,0.0,0,0,0,2023,1,1,1,-331.72,0.0,False,Medium
txn001611,cli0113,2022-04-05 13:27:00,2918.71,EUR,1.0,2918.71,prelevement,compte epargne,lyon-part-dieu,Credit,Complete,643.0,Standard,3783.9,0.0,0,0,0,2022,4,2,1,2918.71,0.0,False,Medium
txn001287,cli0038,2024-03-16 08:29:00,1967.99,EUR,1.0,1967.99,virement,pea,bordeaux-meriadeck,Credit,Complete,516.0,Risque,26811.02,0.0,0,0,0,2024,3,1,5,1967.99,0.0,False,High
txn001835,cli0126,2023-11-21 18:00:00,-2668.15,EUR,1.0,-2668.15,prelevement,credit immobilier,bordeaux-meriadeck,Debit,Complete,514.0,Risque,22320.22,0.0,0,0,0,2023,11,4,1,-2668.15,0.0,False,High
txn000177,cli0129,2022-02-20 15:06:03,921.53,EUR,1.0,921.53,depot especes,livret a,paris-centre,Credit,Complete,573.0,Risque,47039.74,0.0,0,0,0,2022,2,1,6,921.53,0.0,False,High
txn000369,cli0074,2022-10-24 05:40:00,-2432.77,EUR,1.0,-2432.77,interets,compte epargne,nantes-commerce,Debit,Complete,633.0,Standard,3660.07,0.0,0,0,0,2022,10,4,0,-2432.77,0.0,False,Medium
txn000451,cli0133,2022-03-16 14:24:00,-2155.35,EUR,1.0,-2155.35,depot especes,compte courant,lille-grand-place,Debit,Complete,677.0,Standard,2297.1,0.0,0,0,0,2022,3,1,2,-2155.35,0.0,False,Medium
txn000278,cli0034,2024-10-30 05:07:00,195.96,USD,1.08,181.44,retrait dab,compte courant,bordeaux-meriadeck,Credit,Complete,457.0,Risque,32052.02,0.0,0,0,0,2024,10,4,2,181.44444444444443,-0.004444444444430928,False,High
txn001142,cli0027,2024-02-09 19:33:00,2617.66,EUR,1.0,2617.66,interets,compte courant,lyon-part-dieu,Credit,Complete,305.0,Risque,29558.12,0.0,0,1,1,2024,2,1,4,2617.66,0.0,False,High
txn000572,cli0133,2023-03-13 21:52:00,-2239.51,EUR,1.0,-2239.51,depot especes,compte epargne,lille-grand-place,Debit,En attente,677.0,Standard,36358.09,0.0,0,0,0,2023,3,1,0,-2239.51,0.0,False,Medium
txn000677,cli0007,2023-01-30 03:06:00,86.25,EUR,1.0,86.25,interets,credit consommation,nantes-commerce,Credit,En attente,635.0,Standard,6386.48,0.0,0,0,0,2023,1,1,0,86.25,0.0,False,Medium
txn001570,cli0017,2022-03-27 17:34:00,2871.46,USD,1.08,2658.76,depot especes,compte epargne,bordeaux-meriadeck,Credit,Complete,649.0,Standard,27602.53,0.0,0,0,0,2022,3,1,6,2658.759259259259,0.0007407407410937594,False,Medium
txn001241,cli0127,2024-12-10 13:41:00,2379.7,EUR,1.0,2379.7,remboursement credit,livret a,nice-massena,Credit,Complete,691.0,Standard,22480.06,0.0,0,0,0,2024,12,4,1,2379.7,0.0,False,Medium
txn000872,cli0057,2023-05-18 23:49:00,-407.41,EUR,1.0,-407.41,paiement cb,assurance vie,nice-massena,Debit,Complete,435.0,Nan,13820.74,0.0,0,0,0,2023,5,2,3,-407.41,0.0,False,High
txn000715,cli0003,2024-01-04 05:13:00,362.92,EUR,1.0,362.92,paiement cb,credit consommation,lyon-part-dieu,Credit,Complete,587.0,Standard,2483.03,0.0,0,0,0,2024,1,1,3,362.92,0.0,False,Medium
txn001945,cli0066,2022-06-07 18:45:00,-2594.83,EUR,1.0,-2594.83,depot especes,assurance vie,nice-massena,Debit,Complete,643.0,Standard,9128.29,0.0,0,0,0,2022,6,2,1,-2594.83,0.0,False,Medium
txn000594,cli0118,2022-09-30 10:44:00,-1222.79,EUR,1.0,-1222.79,prelevement,compte epargne,lille-grand-place,Debit,Complete,641.0,Standard,36831.59,0.0,0,0,0,2022,9,3,4,-1222.79,0.0,False,Medium
txn001577,cli0096,2022-01-16 01:01:00,1802.65,EUR,1.0,1802.65,virement,assurance vie,lyon-part-dieu,Credit,Complete,710.0,Standard,15005.8,0.0,0,0,0,2022,1,1,6,1802.65,0.0,False,Low
txn000628,cli0027,2023-02-25 11:10:00,2198.63,EUR,1.0,2198.63,depot especes,credit auto,lyon-part-dieu,Credit,Complete,305.0,Risque,5054.78,0.0,0,1,1,2023,2,1,5,2198.63,0.0,False,High
txn000429,cli0011,2022-04-11 06:18:00,1346.68,EUR,1.0,1346.68,remboursement credit,assurance vie,bordeaux-meriadeck,Credit,Complete,672.0,Standard,21180.86,0.0,0,0,0,2022,4,2,0,1346.68,0.0,False,Medium
txn001710,cli0037,2024-11-07 00:40:00,363.09,CHF,0.97,374.32,depot especes,assurance vie,lille-grand-place,Credit,Rejete,622.0,Standard,17370.7,0.0,0,0,0,2024,11,4,3,374.319587628866,0.00041237113401848546,False,Medium
txn001033,cli0009,2023-01-17 15:08:00,-1428.38,EUR,1.0,-1428.38,prelevement,compte epargne,nice-massena,Debit,Complete,591.0,Standard,45073.62,0.0,0,0,0,2023,1,1,1,-1428.38,0.0,False,Medium
txn000721,cli0128,2022-12-18 08:06:00,1819.61,USD,1.08,1684.82,prelevement,compte epargne,marseille-vieux-port,Credit,Complete,683.0,Standard,48621.11,0.0,0,0,0,2022,12,4,6,1684.824074074074,-0.004074074073969314,False,Medium
txn000345,cli0093,2023-06-04 08:54:00,1631.51,EUR,1.0,1631.51,prelevement,assurance vie,marseille-vieux-port,Credit,Rejete,786.0,Premium,19932.96,0.0,0,0,0,2023,6,2,6,1631.51,0.0,False,Low
txn001384,cli0146,2023-08-03 08:51:00,770.67,EUR,1.0,770.67,prelevement,credit immobilier,toulouse-capitole,Credit,Complete,583.0,Standard,48874.84,0.0,0,0,0,2023,8,3,3,770.67,0.0,False,Medium
txn001253,cli0072,2023-09-02 01:57:00,-404.23,USD,1.08,-374.29,remboursement credit,credit auto,marseille-vieux-port,Debit,En attente,606.0,Standard,44379.36,0.0,0,0,0,2023,9,3,5,-374.287037037037,-0.0029629629630107956,False,Medium
txn000426,cli0057,2022-05-16 05:59:00,-478.26,USD,1.08,-442.83,retrait dab,credit auto,nice-massena,Debit,Complete,435.0,Risque,43352.07,0.0,0,0,0,2022,5,2,0,-442.8333333333333,0.0033333333333303017,False,High
txn001175,cli0074,2022-03-27 06:05:00,956.0,EUR,1.0,956.0,virement,credit immobilier,nantes-commerce,Credit,Complete,633.0,Nan,36988.93,0.0,0,0,0,2022,3,1,6,956.0,0.0,False,Medium
txn000974,cli0103,2022-09-01 10:57:00,-415.86,USD,1.08,-385.06,retrait dab,livret a,bordeaux-meriadeck,Debit,Rejete,683.0,Standard,2357.36,0.0,0,0,0,2022,9,3,3,-385.05555555555554,-0.00444444444445935,False,Medium
txn001666,cli0087,2023-03-19 02:35:00,489.96,EUR,1.0,489.96,retrait dab,credit immobilier,toulouse-capitole,Credit,Complete,607.0,Standard,29136.03,0.0,0,0,0,2023,3,1,6,489.96,0.0,False,Medium
txn001684,cli0073,2023-01-18 11:42:00,-219.93,MAD,10.85,-20.27,interets,credit consommation,marseille-vieux-port,Debit,Complete,747.0,Nan,47466.84,0.0,0,0,0,2023,1,1,2,-20.27004608294931,4.608294931074397e-05,False,Low
txn000519,cli0144,2023-02-24 04:21:00,-753.97,EUR,1.0,-753.97,prelevement,credit auto,bordeaux-meriadeck,Debit,Complete,361.0,Risque,37638.63,0.0,0,1,1,2023,2,1,4,-753.97,0.0,False,High
txn000880,cli0080,2024-09-26 13:56:00,1366.17,USD,1.08,1264.97,depot especes,assurance vie,paris-centre,Credit,Complete,758.0,Premium,31183.26,0.0,0,0,0,2024,9,3,3,1264.9722222222222,-0.00222222222214441,False,Low
txn001271,cli0065,2022-07-12 14:24:00,-2259.7,EUR,1.0,-2259.7,prelevement,credit auto,bordeaux-meriadeck,Debit,Complete,643.0,Standard,15559.7,0.0,0,0,0,2022,7,3,1,-2259.7,0.0,False,Medium
txn001753,cli0067,2022-03-01 06:17:00,2164.38,EUR,1.0,2164.38,interets,credit immobilier,paris-centre,Credit,Complete,337.0,Risque,27055.17,0.0,0,1,1,2022,3,1,1,2164.38,0.0,False,High
txn001990,cli0109,2024-05-21 21:09:00,2579.3,EUR,1.0,2579.3,prelevement,credit consommation,lyon-part-dieu,Credit,Rejete,701.0,Standard,44314.35,0.0,0,0,0,2024,5,2,1,2579.3,0.0,False,Low
txn001051,cli0065,2023-08-30 00:34:00,-838.34,EUR,1.0,-838.34,remboursement credit,compte epargne,bordeaux-meriadeck,Debit,Complete,660.0,Standard,16299.16,0.0,0,0,0,2023,8,3,2,-838.34,0.0,False,Medium
txn000862,cli0096,2022-11-30 17:27:00,1175.61,EUR,1.0,1175.61,depot especes,compte epargne,lyon-part-dieu,Credit,Complete,710.0,Standard,35134.42,0.0,0,0,0,2022,11,4,2,1175.61,0.0,False,Low
txn001587,cli0070,2024-04-16 08:54:00,534.12,EUR,1.0,534.12,interets,livret a,nantes-commerce,Credit,Complete,425.0,Risque,5634.3,0.0,0,1,1,2024,4,2,1,534.12,0.0,False,High
txn001054,cli0010,2022-07-27 12:32:00,-2941.79,EUR,1.0,-2941.79,depot especes,assurance vie,lyon-part-dieu,Debit,Complete,643.0,Premium,1216.94,0.0,0,0,0,2022,7,3,2,-2941.79,0.0,False,Medium
txn001721,cli0104,2024-12-07 15:13:00,-268.87,EUR,1.0,-268.87,virement,credit auto,nantes-commerce,Debit,Complete,690.0,Standard,39914.7,0.0,0,0,0,2024,12,4,5,-268.87,0.0,False,Medium
txn000346,cli0053,2024-09-15 05:23:00,-1699.33,EUR,1.0,-1699.33,remboursement credit,assurance vie,paris-centre,Debit,Complete,605.0,Standard,38732.3,0.0,0,0,0,2024,9,3,6,-1699.33,0.0,False,Medium
txn000998,cli0130,2022-11-07 03:47:00,-1785.18,EUR,1.0,-1785.18,remboursement credit,assurance vie,bordeaux-meriadeck,Debit,Complete,586.0,Standard,21315.12,0.0,0,0,0,2022,11,4,0,-1785.18,0.0,False,Medium
txn000696,cli0071,2022-10-10 22:47:00,-280.7,USD,1.08,-259.91,retrait dab,assurance vie,paris-centre,Debit,Complete,797.0,Premium,17396.95,0.0,0,0,0,2022,10,4,0,-259.9074074074074,-0.002592592592634446,False,Low
txn001348,cli0130,2024-12-18 18:39:00,-464.76,EUR,1.0,-464.76,paiement cb,compte courant,lyon-part-dieu,Debit,Complete,586.0,Standard,35983.45,0.0,0,0,0,2024,12,4,2,-464.76,0.0,False,Medium
txn001093,cli0044,2022-11-18 10:33:03,2944.41,EUR,1.0,2944.41,depot especes,compte epargne,lyon-part-dieu,Credit,Complete,469.0,Nan,13542.22,0.0,0,0,0,2022,11,4,4,2944.41,0.0,False,High
txn000289,cli0034,2022-08-20 13:28:00,-185.62,CHF,0.97,-191.36,interets,pea,bordeaux-meriadeck,Debit,Complete,457.0,Risque,43429.78,0.0,0,0,0,2022,8,3,5,-191.36082474226805,0.0008247422680369709,False,High
txn001021,cli0065,2022-03-04 22:59:00,245.99,EUR,1.0,245.99,paiement cb,credit auto,bordeaux-meriadeck,Credit,Complete,660.0,Standard,23725.08,0.0,0,0,0,2022,3,1,4,245.99,0.0,False,Medium
txn001476,cli0071,2022-05-11 23:40:00,-2007.89,USD,1.08,-1859.16,remboursement credit,credit auto,paris-centre,Debit,Complete,797.0,Premium,7580.86,0.0,0,0,0,2022,5,2,2,-1859.1574074074074,-0.0025925925926912896,False,Low
txn000126,cli0074,2022-05-02 02:41:00,-4678.24,EUR,1.0,-4678.24,virement international,compte courant,nantes-commerce,Debit,En attente,633.0,Standard,8835.73,0.0,0,0,0,2022,5,2,0,-4678.24,0.0,False,Medium
txn000365,cli0061,2023-02-06 04:51:00,-2879.49,GBP,0.86,-3348.24,remboursement credit,compte courant,marseille-vieux-port,Debit,Complete,341.0,Risque,25029.93,0.0,0,1,1,2023,2,1,0,-3348.2441860465115,0.004186046511676977,False,High
txn001238,cli0142,2023-10-08 23:24:00,1672.88,EUR,1.0,1672.88,interets,pea,toulouse-capitole,Credit,Complete,643.0,Nan,16397.86,0.0,0,0,0,2023,10,4,6,1672.88,0.0,False,Medium
txn000877,cli0032,2022-02-17 16:32:00,-385.26,EUR,1.0,-385.26,retrait dab,pea,paris-centre,Debit,Complete,621.0,Standard,10926.19,0.0,0,0,0,2022,2,1,3,-385.26,0.0,False,Medium
txn001103,cli0006,2024-04-21 13:25:00,2427.89,EUR,1.0,2427.89,depot especes,compte courant,toulouse-capitole,Credit,En attente,620.0,Standard,25661.86,0.0,0,0,0,2024,4,2,6,2427.89,0.0,False,Medium
txn001564,cli0129,2024-06-11 04:16:00,-209.69,EUR,1.0,-209.69,retrait dab,credit auto,paris-centre,Debit,Complete,573.0,Risque,3500.68,0.0,0,0,0,2024,6,2,1,-209.69,0.0,False,High
txn001663,cli0044,2022-12-17 02:22:00,-2725.37,EUR,1.0,-2725.37,prelevement,livret a,lyon-part-dieu,Debit,Complete,469.0,Risque,45502.06,0.0,0,0,0,2022,12,4,5,-2725.37,0.0,False,High
txn001942,cli0068,2023-04-24 05:03:00,2097.07,EUR,1.0,2097.07,remboursement credit,credit consommation,lyon-part-dieu,Credit,Complete,605.0,Standard,17407.97,0.0,0,0,0,2023,4,2,0,2097.07,0.0,False,Medium
txn000528,cli0009,2022-10-30 11:28:00,-4410.96,MAD,10.85,-406.54,virement international,assurance vie,nice-massena,Debit,Complete,591.0,Standard,1343.77,0.0,0,0,0,2022,10,4,6,-406.5400921658986,9.216589859306623e-05,False,Medium
txn001060,cli0054,2023-06-08 12:02:00,1999.06,USD,1.08,1850.98,depot especes,livret a,bordeaux-meriadeck,Credit,Complete,347.0,Risque,28110.15,0.0,0,1,1,2023,6,2,3,1850.9814814814813,-0.0014814814812780241,False,High
txn001717,cli0069,2023-12-02 10:27:00,851.28,EUR,1.0,851.28,prelevement,livret a,marseille-vieux-port,Credit,Complete,647.0,Nan,18861.17,0.0,0,0,0,2023,12,4,5,851.28,0.0,False,Medium
txn000589,cli0047,2023-04-05 00:01:00,2773.18,GBP,0.86,3224.63,remboursement credit,credit consommation,lyon-part-dieu,Credit,En attente,397.0,Risque,48708.97,0.0,0,1,1,2023,4,2,2,3224.6279069767443,0.0020930232558384887,False,High
txn000500,cli0055,2023-11-19 02:07:00,857.99,EUR,1.0,857.99,virement,credit immobilier,bordeaux-meriadeck,Credit,Complete,703.0,Standard,27715.05,0.0,0,0,0,2023,11,4,6,857.99,0.0,False,Low
txn001062,cli0043,2024-04-30 00:48:00,7792.19,EUR,1.0,7792.19,virement international,credit auto,bordeaux-meriadeck,Credit,Rejete,735.0,Premium,18826.69,0.0,1,0,1,2024,4,2,1,7792.19,0.0,False,Low
txn000707,cli0115,2023-05-21 16:21:00,2735.39,GBP,0.86,3180.69,prelevement,credit auto,toulouse-capitole,Credit,Complete,709.0,Standard,2050.33,0.0,0,0,0,2023,5,2,6,3180.686046511628,0.003953488372189895,False,Low
txn001677,cli0004,2024-01-25 13:53:00,-2910.65,EUR,1.0,-2910.65,virement,compte courant,bordeaux-meriadeck,Debit,Complete,586.0,Standard,35051.27,0.0,0,0,0,2024,1,1,3,-2910.65,0.0,False,Medium
txn000647,cli0122,2024-10-30 20:29:00,2296.95,USD,1.08,2126.81,depot especes,credit immobilier,nantes-commerce,Credit,Complete,824.0,Premium,16328.29,0.0,0,0,0,2024,10,4,2,2126.805555555555,0.004444444444743567,False,Low
txn001130,cli0022,2024-11-12 06:09:00,-2528.04,EUR,1.0,-2528.04,depot especes,compte courant,toulouse-capitole,Debit,Complete,787.0,Premium,37255.33,0.0,0,0,0,2024,11,4,1,-2528.04,0.0,False,Low
txn000734,cli0032,2022-11-29 06:48:00,-1337.08,CHF,0.97,-1378.43,remboursement credit,pea,paris-centre,Debit,Complete,621.0,Standard,24482.23,0.0,0,0,0,2022,11,4,1,-1378.4329896907216,0.002989690721506122,False,Medium
txn001660,cli0109,2022-04-06 07:53:00,135.33,EUR,1.0,135.33,paiement cb,credit immobilier,lyon-part-dieu,Credit,Complete,701.0,Standard,44248.74,0.0,0,0,0,2022,4,2,2,135.33,0.0,False,Low
txn001150,cli0044,2023-01-24 18:19:00,7288.88,EUR,1.0,7288.88,virement international,assurance vie,lyon-part-dieu,Credit,Complete,643.0,Risque,26958.89,0.0,1,0,1,2023,1,1,1,7288.88,0.0,False,Medium
txn000976,cli0131,2022-01-16 18:37:00,1141.13,EUR,1.0,1141.13,prelevement,compte epargne,marseille-vieux-port,Credit,Complete,838.0,Premium,8918.44,0.0,0,0,0,2022,1,1,6,1141.13,0.0,False,Low
txn001085,cli0017,2022-05-05 06:14:00,769.62,EUR,1.0,769.62,depot especes,credit auto,bordeaux-meriadeck,Credit,Complete,649.0,Standard,26892.99,0.0,0,0,0,2022,5,2,3,769.62,0.0,False,Medium
txn000385,cli0011,2023-09-04 06:23:00,2668.18,EUR,1.0,2668.18,prelevement,credit consommation,bordeaux-meriadeck,Credit,Rejete,672.0,Standard,11874.7,0.0,0,0,0,2023,9,3,0,2668.18,0.0,False,Medium
txn000162,cli0145,2024-03-07 21:57:00,-279.47,EUR,1.0,-279.47,retrait dab,credit immobilier,lyon-part-dieu,Debit,Complete,674.0,Standard,34496.6,0.0,0,0,0,2024,3,1,3,-279.47,0.0,False,Medium
txn001264,cli0126,2024-02-04 17:59:00,1215.13,EUR,1.0,1215.13,prelevement,compte epargne,bordeaux-meriadeck,Credit,Complete,514.0,Risque,17621.6,0.0,0,0,0,2024,2,1,6,1215.13,0.0,False,High
txn001505,cli0147,2022-07-04 16:52:00,2337.78,EUR,1.0,2337.78,virement,credit auto,nice-massena,Credit,Complete,812.0,Premium,32918.13,0.0,0,0,0,2022,7,3,0,2337.78,0.0,False,Low
txn000490,cli0001,2023-06-30 04:44:00,-1023.0,USD,1.08,-947.22,virement,compte courant,lille-grand-place,Debit,Complete,586.0,Standard,47001.56,0.0,0,0,0,2023,6,2,4,-947.2222222222222,0.00222222222214441,False,Medium
txn001011,cli0041,2023-04-08 11:40:00,-91.68,EUR,1.0,-91.68,prelevement,assurance vie,bordeaux-meriadeck,Debit,Complete,643.0,Standard,43417.85,0.0,0,0,0,2023,4,2,5,-91.68,0.0,False,Medium
txn000478,cli0009,2022-10-25 19:59:00,6609.45,MAD,10.85,609.17,virement international,compte epargne,nice-massena,Credit,Complete,591.0,Standard,11973.58,0.0,1,0,1,2022,10,4,1,609.1658986175115,0.0041013824884430505,False,Medium
txn000442,cli0128,2023-04-22 22:18:00,-2938.81,GBP,0.86,-3417.22,interets,compte courant,marseille-vieux-port,Debit,Complete,683.0,Standard,39856.95,0.0,0,0,0,2023,4,2,5,-3417.220930232558,0.0009302325584030768,False,Medium
txn000632,cli0003,2023-10-07 12:49:00,-534.76,EUR,1.0,-534.76,prelevement,compte courant,lyon-part-dieu,Debit,Complete,643.0,Standard,32109.14,0.0,0,0,0,2023,10,4,5,-534.76,0.0,False,Medium
txn001573,cli0141,2024-11-03 12:36:00,971.43,EUR,1.0,971.43,interets,livret a,lille-grand-place,Credit,Complete,726.0,Nan,29458.77,0.0,0,0,0,2024,11,4,6,971.43,0.0,False,Low
txn001578,cli0149,2023-08-24 12:24:00,-347.56,EUR,1.0,-347.56,paiement cb,compte epargne,nice-massena,Debit,Complete,575.0,Risque,20581.97,0.0,0,0,0,2023,8,3,3,-347.56,0.0,False,High
txn000640,cli0064,2023-01-30 11:29:00,339.06,EUR,1.0,339.06,prelevement,compte epargne,lille-grand-place,Credit,Complete,800.0,Premium,3203.46,0.0,0,0,0,2023,1,1,0,339.06,0.0,False,Low
txn001539,cli0059,2022-04-08 09:23:00,7765.76,EUR,1.0,7765.76,virement international,credit auto,paris-centre,Credit,Complete,594.0,Standard,40071.23,0.0,1,0,1,2022,4,2,4,7765.76,0.0,False,Medium
txn000724,cli0076,2023-02-23 20:02:00,134.27,EUR,1.0,134.27,retrait dab,credit auto,lyon-part-dieu,Credit,Complete,326.0,Risque,16501.62,0.0,0,1,1,2023,2,1,3,134.27,0.0,False,High
txn001734,cli0063,2023-06-14 08:37:00,-236.43,GBP,0.86,-274.92,retrait dab,assurance vie,paris-centre,Debit,Complete,426.0,Risque,13263.34,0.0,0,1,1,2023,6,2,2,-274.9186046511628,-0.0013953488372067113,False,High
txn000494,cli0100,2024-01-06 15:05:00,-2661.38,EUR,1.0,-2661.38,prelevement,credit consommation,lille-grand-place,Debit,Complete,656.0,Standard,9735.33,0.0,0,0,0,2024,1,1,5,-2661.38,0.0,False,Medium
txn001201,cli0055,2024-01-14 19:58:00,171.44,GBP,0.86,199.35,paiement cb,credit auto,bordeaux-meriadeck,Credit,Complete,703.0,Standard,35209.8,0.0,0,0,0,2024,1,1,6,199.34883720930233,0.0011627906976627855,False,Low
txn000119,cli0106,2024-08-23 23:46:00,-49.9,EUR,1.0,-49.9,retrait dab,credit consommation,nantes-commerce,Debit,Complete,652.0,Standard,49906.33,0.0,0,0,0,2024,8,3,4,-49.9,0.0,False,Medium
txn001845,cli0062,2024-07-24 00:54:00,517.3,EUR,1.0,517.3,interets,compte epargne,toulouse-capitole,Credit,Complete,640.0,Standard,17221.46,0.0,0,0,0,2024,7,3,2,517.3,0.0,False,Medium
txn001237,cli0071,2024-07-17 09:10:00,-1780.12,EUR,1.0,-1780.12,interets,compte courant,paris-centre,Debit,Complete,797.0,Premium,43400.11,0.0,0,0,0,2024,7,3,2,-1780.12,0.0,False,Low
txn001989,cli0034,2024-12-12 22:22:00,80.45,EUR,1.0,80.45,remboursement credit,credit consommation,bordeaux-meriadeck,Credit,Complete,457.0,Risque,10074.27,0.0,0,0,0,2024,12,4,3,80.45,0.0,False,High
txn001091,cli0114,2023-01-10 06:49:00,-1047.95,EUR,1.0,-1047.95,virement international,assurance vie,nantes-commerce,Debit,Complete,838.0,Premium,16068.79,0.0,0,0,0,2023,1,1,1,-1047.95,0.0,False,Low
txn000890,cli0058,2022-10-12 03:20:00,2591.1,GBP,0.86,3012.91,virement,credit consommation,marseille-vieux-port,Credit,Complete,704.0,Standard,9638.87,0.0,0,0,0,2022,10,4,2,3012.906976744186,0.003023255813786818,False,Low
txn001299,cli0142,2022-12-18 12:13:00,-4425.35,USD,1.08,-4097.55,virement international,credit immobilier,toulouse-capitole,Debit,Complete,676.0,Standard,37048.76,0.0,0,0,0,2022,12,4,6,-4097.5462962962965,-0.0037037037036498077,False,Medium
txn000415,cli0003,2023-07-10 21:54:00,-2742.96,EUR,1.0,-2742.96,prelevement,livret a,lyon-part-dieu,Debit,Complete,587.0,Standard,43383.78,0.0,0,0,0,2023,7,3,0,-2742.96,0.0,False,Medium
txn001882,cli0133,2023-08-21 23:45:00,-2982.49,EUR,1.0,-2982.49,remboursement credit,livret a,lille-grand-place,Debit,Complete,677.0,Standard,267.6,0.0,0,0,0,2023,8,3,0,-2982.49,0.0,False,Medium
txn000771,cli0077,2022-12-18 13:42:00,-200.67,MAD,10.85,-18.49,virement international,assurance vie,paris-centre,Debit,Complete,322.0,Risque,22301.52,0.0,0,1,1,2022,12,4,6,-18.494930875576035,0.004930875576036442,False,High
txn000805,cli0052,2023-01-28 13:35:00,2149.23,EUR,1.0,2149.23,depot especes,pea,bordeaux-meriadeck,Credit,En attente,838.0,Premium,22479.26,0.0,0,0,0,2023,1,1,5,2149.23,0.0,False,Low
txn001871,cli0055,2022-10-18 23:58:00,469.53,USD,1.08,434.75,paiement cb,assurance vie,bordeaux-meriadeck,Credit,Complete,703.0,Standard,41182.31,0.0,0,0,0,2022,10,4,1,434.74999999999994,5.684341886080802e-14,False,Low
txn000949,cli0073,2023-05-16 09:08:00,-1838.07,EUR,1.0,-1838.07,virement,livret a,marseille-vieux-port,Debit,Complete,747.0,Premium,3911.26,0.0,0,0,0,2023,5,2,1,-1838.07,0.0,False,Low
